disease,label,answer
tachycardia sinus,tachycardia sinus prevention,"Preventing sinus tachycardia may depend on treating any underlying causes.
For example, if you have hyperthyroidism and it�s causing a higher-than-typical heart rate, then treating your overactive thyroid gland may help prevent sinus tachycardia.
In other cases, you may be able to prevent sinus tachycardia with certain lifestyle changes. You may consider talking with a doctor to see if the following strategies may help:
limiting caffeine intake
limiting or avoiding alcohol
quitting smoking, if you smoke
participating in an exercise program
eating a heart-healthy diet
achieving or maintaining a moderate weight
managing stress"
ileus,ileus definition,"Your intestines are about 28 feet long. This means the foods you eat have a long way to travel before they�re fully digested and excreted.
Your intestines complete this task using muscle contractions that move in a wave-like motion. Known as peristalsis, these muscle contractions move your digested food forward.
However, if something such as muscle or nerve problems slows down or blocks this motion, the result can be a major traffic jam in your intestines.
Ileus is the medical term for this lack of movement somewhere in the intestines that leads to a buildup and potential blockage of food material.
An ileus can lead to an intestinal obstruction. This means no food material, gas, or liquids can get through.
It can occur as a side effect after surgery. However, there are other causes of this condition.
An ileus is a serious concern. However, people with an ileus often don�t know that food is building up in their intestines, so they continue to eat. This pushes more and more material toward the buildup.
Without treatment, the ileus can perforate or tear the intestine. This causes bowel contents � which have high levels of bacteria � to leak into areas of your body cavity. This can be deadly.
If an ileus does occur, it�s important to get treatment as quickly as possible."
ileus,ileus causes,"An ileus is common after surgery because people are often prescribed medication that can slow intestinal movement. This is a type of paralytic ileus.
In this instance, the intestine is not blocked. Rather, it isn�t moving properly. The result is little to no movement of digested food through your intestines.
Examples of medications that can cause a paralytic ileus include:
hydromorphone (Dilaudid)
morphine
oxycodone
tricyclic antidepressants, such as amitriptyline and imipramine (Tofranil)
However, there are several other possible causes of an ileus. These include:
intestinal cancer
diverticulitis
Parkinson�s disease, which affects muscles and nerves in the intestines
Crohn�s disease, which rarely causes a blockage but may cause the intestinal walls to thicken due to autoimmune inflammation
These are the most common causes of an ileus in adults. Children can also have an ileus.
Intussusception is the most common cause of an ileus in children. This is when a part of the intestine �telescopes� or slides into itself.
Gastrointestinal symptoms are the most common signs of an ileus. Your stomach and intestines will start to fill with gas that can�t pass out the rectum. This causes the abdomen to take on a tight and swollen appearance.
If you experience these symptoms, especially after surgery, it�s important to seek immediate medical attention."
ileus,ileus symptoms,"An ileus can cause extreme abdominal discomfort.
Symptoms associated with an ileus include:
abdominal cramping
appetite loss
feeling of fullness
constipation
inability to pass gas
abdominal swelling
nausea
vomiting, especially with stool-like contents"
ileus,ileus diagnosis,"Your doctor will usually first listen to a description of your symptoms. You�ll likely be asked about any history of medical conditions, prescribed medications, and surgeries, especially recent procedures.
Your doctor may then conduct a physical exam, looking at your abdomen for signs of swelling or tightness. Your doctor will also listen with a stethoscope to your abdomen for typical bowel sounds.
If your bowels aren�t moving because of an ileus, your doctor may not hear anything or may hear excessive bowel sounds.
Imaging studies are usually ordered after a thorough physical exam. These can indicate where an ileus is located by showing a buildup of gas, an enlarged intestine, or even an obstruction. Your doctor may use these to identify areas where your bowel content seems to be concentrated.
Examples of imaging studies include:
Plain film X-ray. This may show signs of trapped gas and possibly the obstruction, but plain film X-rays aren�t always the most conclusive way to diagnose an ileus.
CT scan. This scan provides more detailed X-ray images to help your doctor identify the potential area where the ileus is located. A CT scan typically uses contrast agents injected intravenously or taken orally.
Ultrasound. An ultrasound is more commonly used to identify an ileus in children.
In some instances, your doctor may use a diagnostic procedure known as an air or barium enema.
During this procedure, the doctor inserts air or barium sulfate, a radiopaque substance, through your rectum into your colon. While the doctor does this, a technician takes X-rays of your abdomen. The air or barium shows up on the X-ray to help the technician view any potential obstruction.
In some children, this procedure can treat an ileus caused by intussusception."
ileus,ileus risks,"According to 2015 research, ileus is the second
most common reason for hospital readmission in the first 30 days after surgery. An ileus is more likely if you�ve recently had abdominal surgery.
Surgical procedures on the abdomen that involve handling the intestines commonly cause a stoppage of intestinal movement for a period of time. This allows the surgeon to access your intestines.
Sometimes normal peristalsis can be slow to return. Other people are more likely to later experience scar tissue formation that can also lead to an ileus.
A number of medical conditions can increase your risk of ileus. They include:
electrolyte imbalance, such as those involving potassium and calcium
history of intestinal injury or trauma
history of intestinal disorder, such as Crohn�s disease and diverticulitis
sepsis
history of exposure to high-energy radiation (irradiation) near the abdomen
peripheral artery disease
rapid weight loss
Aging also naturally slows down how fast the intestines move. An older adult is at greater risk for ileus, especially since they tend to take more medications that could potentially slow the movement of material through the intestines."
ileus,ileus causes,"An ileus can develop into a serious and potentially life threatening situation.
Two of the most severe complications are necrosis and peritonitis.
Necrosis
Necrosis is the untimely death of cells or tissue. It can happen when an obstruction cuts off the blood supply to the intestine.
Without blood, oxygen cannot get to the tissue, causing it to die. Dead tissue weakens the intestinal wall, making it easy for the intestine to tear and leak bowel contents. This is known as a bowel perforation.
Peritonitis
A bowel perforation due to necrosis can cause peritonitis. This is a serious inflammation in the abdominal cavity caused by bacteria or fungus.
Your bowel contains many bacteria, like E. coli. The bacteria are supposed to remain in your intestines, not roam free in your body cavity. Bacterial peritonitis can turn into sepsis, a life threatening condition that can result in shock and organ failure."
ileus,ileus prevention,"Most of the risk factors associated with an ileus, such as injury or chronic illness, are not preventable.
If you�re going to have surgery, the possibility of getting an ileus should be considered. However, it should not keep you from having needed surgery.
Being aware of the symptoms of an ileus is important in seeking prompt treatment to keep it from getting worse."
adhesion,adhesion definition,"Gallbladder adhesions happen when scar tissue develops around your gallbladder after surgery or an episode of inflammation.
Gallbladder adhesions are bands of scar tissue that form on your gallbladder. This tough adhesive tissue causes your gallbladder to stick to surrounding abdominal tissues. Gallbladder adhesions typically develop after abdominal surgery or when a condition such as gallstones causes inflammation in your gallbladder.
Researchers estimate that about 90%
of adhesions in the abdominal cavity, including gallbladder adhesions, result from abdominal surgery. Gallbladder adhesions often don�t cause symptoms but may complicate future gallbladder surgery.
This article takes a deep look at gallbladder adhesions. You�ll learn what they are, when they�re most likely to develop, and how they affect your health."
adhesion,adhesion symptoms,"In many cases, abdominal adhesions don�t cause any noticeable symptoms or need treatment. But in some cases, they may cause general abdominal symptoms such as pain and cramping."
adhesion,adhesion causes,"Adhesions are the result of your body creating scar tissue, which it does when it�s healing from an injury.
Gallbladder adhesions can form after surgery or as a result of conditions such as acute cholecystitis. Acute cholecystitis is the sudden inflammation of your gallbladder, typically caused by gallstones. Adhesions usually develop within 96 hours
of this inflammatory event.
About 90%
of people who undergo open abdominal surgery develop some abdominal adhesions. An open surgery is any abdominal surgery performed through large incisions, such as gallbladder removal or cesarean delivery.
Adhesions are less common among people who receive laparoscopic surgery, which is the method used in most gallbladder procedures today. Laparoscopic surgery involves making small incisions and using a thin tube with a camera and other small surgical tools. Weight loss surgery and laparotomy are other common abdominal laparoscopic procedures."
adhesion,adhesion complications,"The gold standard treatment
for sudden gallbladder inflammation is laparoscopic cholecystectomy, the removal of the gallbladder through a small incision.
The formation of adhesions between the gallbladder and other tissues, such as the omentum or bowel, can complicate laparoscopic surgery. When surgeons cut through adhesions, they risk damaging your gallbladder or bile duct.
Surgeons may have to switch from laparoscopic surgery to more invasive open surgery if they discover adhesions during your gallbladder procedure. This helps them ensure that they can access your gallbladder safely.
Researchers estimate that 4�15% of laparoscopic gallbladder removal surgeries must be converted to open surgery. Gallbladder adhesions are one of the main reasons for conversion.
Bowel obstruction
Some abdominal adhesions can cause bowel obstruction, which can be life threatening. Possible symptoms include:
severe abdominal pain
constipation
inability to pass gas
nausea and vomiting
bloating
It�s critical to seek immediate medical attention any time you develop severe abdominal pain and an inability to pass gas."
adhesion,adhesion treatment,"Adhesions are common after abdominal surgery. Surgeons often won�t perform laparoscopic gallbladder surgery if you have a history of abdominal surgery due to the high risk of adhesions.
Types of surgeries that may cause gallbladder adhesions include:
small intestine or stomach ulcer surgery
major bowel surgery
major blood vessel surgery
emergency abdominal surgery
Surgeries that involve a small incision, such as an appendectomy, rarely interfere with successful laparoscopic gallbladder surgery.
Doctors may be able to see whether you have gallbladder adhesions before your surgery by using a type of imaging called endoscopic retrograde cholangiopancreatography.
Researchers in a 2019 study sought to find out whether an elevated white blood cell count in people with an inflamed gallbladder might be associated with a higher risk of gallbladder adhesions. They did not find a significant correlation."
delusion,delusion definition,"The exact cause of psychosis isn�t always clear. It�s important to seek help if you experience hallucinations, delusions, or trouble thinking clearly. Most people recover with treatment, such as therapy and medication.
Psychosis is a combination of symptoms resulting in an impaired relationship with reality. It can be a symptom of serious mental health disorders. People who are experiencing psychosis may have either hallucinations or delusions.
Hallucinations are sensory experiences that occur within the absence of an actual stimulus. For example, a person having an auditory hallucination may hear their mother yelling at them when their mother isn�t around. Or someone having a visual hallucination may see something, like a person in front of them, who isn�t actually there.
The person experiencing psychosis may also have thoughts that are contrary to actual evidence. These thoughts are known as delusions. Some people with psychosis may also experience loss of motivation and social withdrawal.
These experiences can be frightening. They may also cause people who are experiencing psychosis to hurt themselves or others.
It�s important to get medical help right away if you or someone else is experiencing symptoms of psychosis."
delusion,delusion symptoms,"According to the National Institute for Mental Health (NIMH)
, there are warning signs that may appear before psychosis develops. These can include:
a sudden drop in school work or job performance
trouble thinking clearly
difficulty concentrating
feeling paranoid or suspicious of others
withdrawing from friends and loved ones
an influx of strange, new feelings, or no feeling at all
a disinterest in personal grooming
difficulty separating reality from non-reality
trouble communicating
If someone is experiencing an episode of psychosis, the main symptoms
include:
hallucinations
delusions
disorganized behavior (behavior that does not seem to make sense, or that is impulsive)
negative symptoms (seemingly having no emotion, lack of interest in activities previously enjoyed, an ungroomed appearance, etc.)
catatonia (a �frozen� appearance)
Suicide prevention
Call 911 or your local emergency number.
Stay with the person until help arrives.
Remove any guns, knives, medications, or other things that may cause harm.
Listen, but don�t judge, argue, threaten, or yell.
Get help from a crisis or suicide prevention hotline. Try the National Suicide Prevention Lifeline at 800-273-8255.
Was this helpful?"
delusion,delusion causes,"Each case of psychosis is different, and the exact cause isn�t always clear. There are certain illnesses that cause psychosis. There are also triggers like drug use, lack of sleep, and other environmental factors. In addition, certain situations can lead to specific types of psychosis developing.
In general, some of the factors involved in psychosis are:
genetics
trauma (such as a death, sexual assault, or living through a war)
substance use (drugs like LSD and amphetamines have been linked
to instances of psychosis in some people)
mental health conditions (like schizophrenia)"
delusion,delusion risks,"It�s not currently possible to precisely identify who is likely to develop psychosis. However, research has shown that genetics may play a role.
People are more likely to develop a psychotic disorder if they have a close family member, such as a parent or sibling, who has a psychotic disorder.
Children born with the genetic mutation known as 22q11.2 deletion syndrome are at risk of developing a psychotic disorder, especially schizophrenia."
delusion,delusion diagnosis,"Psychosis is diagnosed through a psychiatric evaluation. That means a doctor will watch the person�s behavior and ask questions about what they�re experiencing.
Medical tests and X-rays may be used to determine whether there is an underlying illness causing the symptoms.
Diagnosing psychosis in children and teenagers
Many of the symptoms of psychosis in adults aren�t symptoms of psychosis in young people. For example, small children often have imaginary friends with whom they talk. This just represents imaginative play, which is completely normal for children.
But if you�re worried about psychosis in a child or adolescent, it�s best to describe their behavior to a doctor."
delusion,delusion treatment,"Treating psychosis may involve a combination of medications and therapy. Most people will experience an improvement in their symptoms with treatment.
Rapid tranquilization
Sometimes people experiencing psychosis can become agitated and be at risk of hurting themselves or others. In these cases, it may be necessary to calm them down quickly.
This method is called rapid tranquilization
. A doctor or emergency response personnel will administer a fast-acting injection or liquid medication to quickly relax the person.
Medication
Symptoms of psychosis can be managed with medications called antipsychotics. They reduce hallucinations and delusions, and help people think more clearly. The type of antipsychotic a doctor prescribes will depend on the symptoms.
In many cases, people only need to take antipsychotics for a short time until their symptoms are more manageable. Others may need to take them more long term.
Cognitive behavioral therapy
Cognitive behavioral therapy (CBT) is a type of mental health therapy. Its goal is to change thinking and behaviors. CBT involves regular meetings with a mental health counselor.
CBT has been shown to be effective in helping people better manage their mental health conditions.
It�s often most helpful for symptoms of psychosis that medications don�t fully address."
delusion,delusion complications,"Psychosis doesn�t have many medical complications. However, if left untreated, it can be challenging for people experiencing psychosis to maintain quality of life. This could cause other conditions to go untreated.
Most people who experience psychosis, even severe cases, will recover with the proper treatment, such as therapy and medication."
coronary artery disease,coronary artery disease definition,"Coronary artery disease is the most common form of heart disease. It happens when something, like plaque buildup, reduces blood flow to the heart. It can increase your risk of heart attack.
Coronary artery disease (CAD) causes impaired blood flow in the arteries that supply blood to the heart. Also called coronary heart disease (CHD), CAD is the most common form of heart disease and affects approximately 16.5 million
Americans over the age of 20.
It�s also the leading ca
use of death
for both men and women in the United States. It�s estimated that every 36 seconds
, someone in the United States has a heart attack.
A heart attack can come from uncontrolled CAD."
coronary artery disease,coronary artery disease symptoms,"When your heart doesn�t get enough arterial blood, you may experience a variety of symptoms. Angina (chest discomfort) is the most common symptom of CAD. Some people describe this discomfort as:
chest pain
heaviness
tightness
burning
squeezing
These symptoms can also be mistaken for heartburn or indigestion.
Other symptoms of CAD include:
pain in the arms or shoulders
shortness of breath
sweating
dizziness
You may experience more symptoms when your blood flow is more restricted. If a blockage cuts off blood flow completely or almost completely, your heart muscle will start to die if not restored. This is a heart attack.
Don�t ignore any of these symptoms, especially if they are excruciating or last longer than five minutes. Immediate medical treatment is necessary.
Symptoms of CAD for women
Women may also experience the above symptoms, but they�re also more likely to have:
nausea
vomiting
back pain
jaw pain
shortness of breath without feeling chest pain
Men have a higher risk
of developing heart disease than women, however.
Due to decreased blood flow, your heart may also:
become weak
develop abnormal heart rhythms (arrhythmia) or rates
fail to pump as much blood as your body needs
Your doctor will detect these heart abnormalities during diagnosis."
coronary artery disease,coronary artery disease causes,"The most common cause of CAD is a vascular injury with cholesterol plaque buildup in the arteries, known as atherosclerosis. Reduced blood flow occurs when one or more of these arteries becomes partially or completely blocked.
Other rare causes of damage or blockage to a coronary artery also limit blood flow to the heart."
coronary artery disease,coronary artery disease risks,"Understanding the risk factors for CAD can help with your plan to prevent or decrease the likelihood of developing the disease.
Risk factors include:
high blood pressure
high blood cholesterol levels
tobacco smoking
insulin resistance/hyperglycemia/diabetes mellitus
obesity
inactivity
unhealthy eating habits
obstructive sleep apnea
emotional stress
excessive alcohol consumption
history of preeclampsia during pregnancy
The risk for CAD also increases with age. Based on age alone as a risk factor, men have a greater risk for the disease beginning at age 45 and women have a greater risk beginning at age 55. The risk for coronary artery disease is also higher if you have a family history of the disease."
coronary artery disease,coronary artery disease diagnosis,"Diagnosing CAD requires a review of your medical history, a physical examination, and other medical testing. These tests include:
Electrocardiogram: This test monitors electrical signals that travel through your heart. It may help your doctor determine whether you�ve had a heart attack.
Echocardiogram: This imaging test uses ultrasound waves to create a picture of your heart. The results of this test reveal whether certain things in your heart are functioning properly.
Stress test: This particular test measures the stress on your heart during physical activity and while at rest. The test monitors your heart�s electrical activity while you walk on a treadmill or ride a stationary bike. Nuclear imaging or echocardiographic imaging may also be performed for a portion of this test. For those unable to perform physical exercise, certain medications can be used instead for stress testing.
Cardiac catheterization (left heart catheterization): During this procedure, your doctor injects a special dye into your coronary arteries through a catheter inserted through an artery in your groin or wrist. The dye helps enhance the radiographic image of your coronary arteries to identify any blockages.
Heart CT scan: Your doctor may use this imaging test to check for calcium deposits in your arteries."
coronary artery disease,coronary artery disease treatment,"It�s important to reduce or control your risk factors and seek treatment to lower the chance of a heart attack or stroke if you�re diagnosed with CAD.
Treatment also depends on your current health condition, risk factors, and overall wellbeing. For example, your doctor may prescribe medication therapy to treat high cholesterol or high blood pressure, or you may receive medication to control blood sugar if you have diabetes.
Medications are the most common treatment for CAD. Learn more here.
Lifestyle changes can also reduce your risk of heart disease and stroke. For example:
quit smoking tobacco
reduce or stop your consumption of alcohol
exercise regularly
lose weight to a healthy level
eat a healthy diet (low in saturated fat, sodium, and added sugar)
If your condition doesn�t improve with lifestyle changes and medication, your doctor may recommend a procedure to increase blood flow to your heart. These procedures may be:
balloon angioplasty: to widen blocked arteries and smoosh down the plaque buildup, usually performed with insertion of a stent to help keep the lumen open after the procedure
coronary artery bypass graft surgery: to restore blood flow to the heart in open chest surgery
enhanced external counterpulsation: to stimulate the formation of new small blood vessels to naturally bypass clogged arteries in a noninvasive procedure"
congestive heart failure,congestive heart failure definition,"Heart failure occurs when your heart cannot pump enough blood to support your body functions. Seek help immediately if you�re experiencing symptoms such as heart palpitations, shortness of breath, or swelling.
Heart failure is characterized by the heart�s inability to pump an adequate supply of blood to the body. Without sufficient blood flow, all major body functions are disrupted. Heart failure is a condition or a collection of symptoms that weaken or stiffen your heart.
In some people with heart failure, the heart has difficulty pumping enough blood to support other organs in the body. Other people may have a hardening and stiffening of the heart muscle itself, which blocks or reduces blood flow to the heart.
Heart failure can affect the right or left side of your heart or both at the same time. It can be either an acute (short-term) or chronic (ongoing) condition.
About 6.2 million Americans
have heart failure, according to the Centers for Disease Control and Prevention (CDC). Most cases are diagnosed in men. However, women are more likely to die from heart failure when the condition goes untreated.
Heart failure is a serious medical condition that requires treatment. Early treatment increases your chances of long-term recovery with fewer complications. Call your doctor right away if you�re having any symptoms of heart failure."
congestive heart failure,congestive heart failure causes,"Heart failure is most often related to another condition. The most common cause of heart failure is coronary artery disease (CAD), a disorder that causes narrowing of the arteries that supply blood and oxygen to the heart. Other conditions that may increase your risk of developing heart failure include:
cardiomyopathy, a disorder of the heart muscle that causes the heart to become weak
congenital heart disease
heart attack
heart valve disease
certain types of arrhythmias, or irregular heart rhythms
high blood pressure
emphysema, a disease of the lung
untreated sleep apnea
diabetes
an overactive or underactive thyroid
HIV
severe forms of anemia
certain cancer treatments, such as chemotherapy
substance misuse disorder"
congestive heart failure,congestive heart failure symptoms,"The symptoms of heart failure may include:
fatigue
sudden weight gain
a loss of appetite
persistent coughing
irregular heart rate
heart palpitations
abdominal swelling
shortness of breath
exercise intolerance
leg and ankle swelling or abdomen
sleeping on extra pillows
getting short of breath while lying down
protruding neck veins"
congestive heart failure,congestive heart failure risks,"Heart failure can happen to anyone. However, certain factors may increase your risk of developing this condition.
There is a higher incidence of heart failure in men compared with women, though the prevalence is about the same for all sexes.
People with diseases that damage the heart are also at an increased risk. These conditions include:
hypertension
sleep apnea
diabetes
coronary artery disease
valve disease
anemia
hyperthyroidism
hypothyroidism
emphysema
Certain behaviors can also increase your risk of developing heart failure, including:
smoking
eating foods that are high in fat or cholesterol
not getting enough exercise
having overweight or obesity"
congestive heart failure,congestive heart failure diagnosis,"Physical exam
Your doctor may perform a physical exam to check for signs of heart failure. For instance, leg swelling, irregular heart rate, and bulging neck veins may lead your doctor to diagnose heart failure.
Echocardiogram
An echocardiogram is the most effective way to diagnose heart failure. It uses sound waves to create detailed pictures of your heart, which help your doctor evaluate the damage to your heart, the squeezing and relaxing function and determine the underlying causes of your condition.
Your doctor may use an echocardiogram along with other tests.
Other tests
chest X-ray This test can provide images of the heart and the surrounding organs.
heart MRI An MRI produces images of the heart without the use of radiation.
nuclear scan A very small dose of radioactive material is injected into your body to create images of the chambers of your heart.
catheterization or coronary angiogram In this type of X-ray exam, the doctor inserts a catheter into your blood vessel, usually in the groin or arm. They then guide it into the heart. This test can show how much blood is currently flowing through the heart.
stress exam During a stress exam, an EKG machine monitors your heart function while you run on a treadmill or perform another type of exercise.
Holter monitoring Electrode patches are placed on your chest and attached to a small machine called a Holter monitor for this test. The machine records the electrical activity of your heart for at least 24 to 48 hours.
BNP blood test A BNP test is done by drawing blood from a vein in your arm. This test can detect a rise in B-type natriuretic peptide (BNP) hormone, which can be an indication of heart failure."
congestive heart failure,congestive heart failure prevention,"Some lifestyle measures can help treat heart failure and prevent the condition from developing. Maintaining a moderate weight and exercising regularly can significantly decrease your risk of heart failure. Reducing the amount of salt in your diet can also lower your risk.
Other habits that may prevent heart failure include:
limiting alcohol intake
not smoking
avoiding high fat foods
getting the right amount of sleep
staying active"
congestive heart failure,congestive heart failure complications,"Untreated heart failure can eventually lead to congestive heart failure (CHF), a condition in which blood builds up in other areas of your body. In this potential life threatening condition, you may experience fluid retention in your limbs as well as in your organs, such as the liver and lungs.
Additional complications of heart failure can include:
stroke
thromboembolism
arrhythmias, like atrial fibrillation
kidney dysfunction
Heart attack
A heart attack may also occur because of a complication related to heart failure.
Call 911 or your local emergency services right away if you have these symptoms:
crushing chest pain
discomfort in the chest, such as squeezing or tightness
discomfort in the upper body, including numbness or a coldness
fatigue
dizziness
rapid heart rate
vomiting
nausea
cold sweats"
stroke,stroke definition,"Recognizing stroke symptoms and seeking treatment quickly can lead to a better outcome. Symptoms can come on without warning and may include facial drooping, weakness or paralysis, and slurred speech."
stroke,stroke symptoms,"The loss of blood flow to the brain damages tissues within the brain. Symptoms of a stroke show up in the body parts controlled by the damaged areas of the brain.
The sooner a person having a stroke gets care, the better their outcome is likely to be. For this reason, it�s helpful to know the signs of a stroke so you can act quickly. Stroke symptoms can include:
paralysis
numbness or weakness in the arm, face, and leg, especially on one side of the body
trouble speaking or understanding others
slurred speech
confusion, disorientation, or lack of responsiveness
sudden behavioral changes, especially increased agitation
vision problems, such as trouble seeing in one or both eyes with vision blackened or blurred, or double vision
trouble walking
loss of balance or coordination
dizziness
severe, sudden headache with an unknown cause
seizures
nausea or vomiting
A stroke requires immediate medical attention. If you think you or someone else is having a stroke, call 911 or local emergency services right away. Prompt treatment is key to preventing the following outcomes:
brain damage
long-term disability
death
It�s better to be overly cautious when dealing with a stroke, so don�t be afraid to get emergency medical help if you think you recognize the signs of a stroke."
stroke,stroke causes,"The cause of a stroke depends on the type of stroke. Strokes fall into three main categories:
transient ischemic attack (TIA)
ischemic stroke
hemorrhagic stroke
Illustration by Bailey Mariner
These categories can be further broken down into other types of strokes, including:
embolic stroke
thrombotic stroke
intracerebral stroke
subarachnoid stroke
The type of stroke you have affects your treatment and recovery process.
Ischemic stroke
During an ischemic stroke, the arteries supplying blood to the brain narrow or become blocked. Blood clots or severely reduced blow flow to the brain causes these blockages. Pieces of plaque breaking off and blocking a blood vessel can also cause them.
There are two types of blockages
that can lead to ischemic stroke: a cerebral embolism and cerebral thrombosis.
A cerebral embolism (often referred to as embolic stroke) occurs when a blood clot forms in another part of the body � often the heart or arteries in the upper chest and neck � and moves through the bloodstream until it hits an artery too narrow to let it pass.
The clot gets stuck, and stops the flow of blood and causes a stroke.
Cerebral thrombosis (often referred to as thrombotic stoke) occurs when a blood clot develops at the fatty plaque within the blood vessel.
According to the CDC, 87 percent
of strokes are ischemic strokes.
Transient ischemic attack (TIA)
A transient ischemic attack, often called a TIA or ministroke, occurs when blood flow to the brain is blocked temporarily.
Symptoms are similar to those of a full stroke. However, they�re typically temporary and disappear after a few minutes or hours, when the blockage moves and blood flow is restored.
A blood clot usually causes a TIA. While it�s not technically categorized as a full stroke, a TIA serves as a warning that an actual stroke may happen. Because of this, it�s best not to ignore it. Seek the same treatment you would for a major stroke and get emergency medical help.
According to the CDC
, more than one-third of people who experience a TIA and don�t get treatment have a major stroke within a year. Up to 10 to 15 percent of people who experience a TIA have a major stroke within 3 months.
Hemorrhagic stroke
A hemorrhagic stroke happens when an artery in the brain breaks open or leaks blood. The blood from that artery creates excess pressure in the skull and swells the brain, damaging brain cells and tissues.
The two types of hemorrhagic strokes are intracerebral and subarachnoid:
An intracerebral hemorrhagic stroke is the most common type of hemorrhagic stroke. It happens when the tissues surrounding the brain fill with blood after an artery bursts.
A subarachnoid hemorrhagic stroke is less common. It causes bleeding in the area between the brain and the tissues that cover it.
According to the American Heart Association, about 13 percent
of strokes are hemorrhagic."
stroke,stroke risks,"Certain risk factors make you more susceptible to stroke. According to the National Heart, Lung, and Blood Institute
, risk factors for stroke include:
Diet
An unbalanced diet can increase the risk of stroke. This type of diet is high in:
salt
saturated fats
trans fats
cholesterol
Inactivity
Inactivity, or lack of exercise, can also raise the risk of stroke.
Regular exercise has a number of health benefits. The CDC recommends that adults get at least 2.5 hours
of aerobic exercise every week. This can mean simply a brisk walk a few times a week.
Heavy alcohol use
The risk of stroke also increases with heavy alcohol use.
If you drink, drink in moderation. This means no more than one drink a day for women, and no more than two drinks a day for men.
Heavy alcohol use can raise blood pressure levels. It can also raise triglyceride levels, which can cause atherosclerosis. This is plaque buildup in the arteries that narrows blood vessels.
Tobacco use
Using tobacco in any form also raises the risk of stroke, since it can damage the blood vessels and heart. Nicotine also raises blood pressure.
Personal background
There are some risk factors for stroke you can�t control, such as:
Family history. Stroke risk is higher in some families because of genetic health factors, such as high blood pressure.
Sex. According to the CDC
, while both women and men can have strokes, they�re more common in women than in men in all age groups.
Age. The older you are, the more likely you are to have a stroke.
Race and ethnicity. African Americans, Alaska Natives, and American Indians are more likely to have a stroke than other racial groups.
Health history
Certain medical conditions are linked to stroke risk. These include:
a previous stroke or TIA
high blood pressure
high cholesterol
carrying too much excess weight
heart disorders, such as coronary artery disease
heart valve defects
enlarged heart chambers and irregular heartbeats
sickle cell disease
diabetes
blood clotting disorder
patent foramen ovale (PFO)
To find out about your specific risk factors for stroke, talk with your doctor."
stroke,stroke complications,"The complications after stroke
can vary. They may occur because of either a direct injury to the brain during the stroke, or because abilities have been permanently affected.
Some of these complications include:
seizures
loss of bladder and bowel control
cognitive impairment, including dementia
reduced mobility, range of motion, or ability to control certain muscle movements
depression
mood or emotional changes
shoulder pain
bed sores
sensory or sensation changes
These complications can be managed by methods such as:
medication
physical therapy
counseling
Certain complications may even be reserved."
stroke,stroke prevention,"Lifestyle changes can�t prevent all strokes. But many of these changes can make a radical difference when it comes to lowering your risk of stroke.
These changes include the following:
Quit smoking. If you smoke, quitting now will lower your risk of stroke. You can reach out to your doctor to create a quit plan.
Limit alcohol use. Heavy alcohol consumption can raise your blood pressure, which in turn raises the risk of stroke. If reducing your intake is difficult, reach out to your doctor for help.
Keep a moderate weight. Overweight and obesity increases the risk of stroke. To help manage your weight, eat a balanced diet and stay physically active more often than not. Both steps can also reduce blood pressure and cholesterol levels.
Get regular checkups. Talk with your doctor about how often to get a checkup for blood pressure, cholesterol, and any conditions you may have. They can also support you in making these lifestyle changes and offer guidance.
Taking all these measures will help put you in better shape to prevent stroke.
If you need help finding a primary care doctor, then check out our FindCare tool here."
stroke,stroke diagnosis,"Your doctor will ask you or a family member about your symptoms and what you were doing when they arose. They�ll take your medical history to find out your stroke risk factors. They�ll also:
ask what medications you take
check your blood pressure
listen to your heart
You�ll also have a physical exam, during which your doctor will evaluate you for:
balance
coordination
weakness
numbness in your arms, face, or legs
signs of confusion
vision issues
Your doctor will then do certain tests to help confirm a stroke diagnosis. These tests can help them determine whether you had a stroke and, if so:
what may have caused it
what part of the brain is affected
whether you have bleeding in the brain"
stroke,stroke diagnosis,"Your doctor may order various tests to further help them determine whether you�ve had a stroke, or to rule out another condition. These tests include:
Blood tests
Your doctor might draw blood for several blood tests. Blood tests can determine:
blood sugar levels
whether you have an infection
platelet counts
how fast your blood clots
cholesterol levels
MRI and CT scan
Your doctor may order may an MRI scan, CT scan, or both.
An MRI can help see whether any brain tissue or brain cells have been damaged.
A CT scan can provide a detailed and clear picture of your brain, which can show any bleeding or damage. It may also show other brain conditions that could be causing your symptoms.
EKG
An electrocardiogram (EKG) is a simple test that records the electrical activity in the heart, measuring its rhythm and recording how fast it beats.
An EKG can determine whether you have any heart conditions that may have led to a stroke, such as a prior heart attack or atrial fibrillation.
Cerebral angiogram
A cerebral angiogram offers a detailed look at the arteries in your neck and brain. The test can show blockages or clots that may have caused symptoms.
Carotid ultrasound
A carotid ultrasound, also called a carotid duplex scan, can show fatty deposits (plaque) in your carotid arteries, which supply the blood to your face, neck, and brain.
It can also show whether your carotid arteries have been narrowed or blocked.
Echocardiogram
An echocardiogram can find sources of clots in your heart. These clots may have traveled to your brain and caused a stroke."
